,condition,genes_num,Method,replicate,time_s,mem_gb
0,gdl_1e-9_0,1000,CASTLES-DISCO,1,1976.12,16.028972
1,gdl_1e-9_0,1000,CASTLES-DISCO,2,670.04,5.915404
2,gdl_1e-9_0,1000,CASTLES-DISCO,3,407.37,3.417888
3,gdl_1e-9_0,1000,CASTLES-DISCO,4,637.05,5.107392
4,gdl_1e-9_0,1000,CASTLES-DISCO,5,1479.19,11.16504
5,gdl_1e-9_0,1000,CASTLES-DISCO,6,474.04,3.946588
6,gdl_1e-9_0,1000,CASTLES-DISCO,7,287.03999999999996,1.99138
7,gdl_1e-9_0,1000,CASTLES-DISCO,8,503.11,4.154768
8,gdl_1e-9_0,1000,CASTLES-DISCO,9,1165.93,9.260412
9,gdl_1e-9_0,1000,CASTLES-DISCO,10,581.4,4.8313
10,gdl_1e-9_0,1000,CASTLES-Pro,1,425.7,22.12094
11,gdl_1e-9_0,1000,CASTLES-Pro,2,189.72,8.163544
12,gdl_1e-9_0,1000,CASTLES-Pro,3,147.29,4.51198
13,gdl_1e-9_0,1000,CASTLES-Pro,4,243.41,7.212972
14,gdl_1e-9_0,1000,CASTLES-Pro,5,313.96,14.825768
15,gdl_1e-9_0,1000,CASTLES-Pro,6,117.72999999999999,5.144484
16,gdl_1e-9_0,1000,CASTLES-Pro,7,115.03999999999999,2.643528
17,gdl_1e-9_0,1000,CASTLES-Pro,8,158.89,5.690436
18,gdl_1e-9_0,1000,CASTLES-Pro,9,267.17,12.82924
19,gdl_1e-9_0,1000,CASTLES-Pro,10,137.69,6.409996
20,gdl_1e-9_0,1000,ERaBLE-DISCO,1,22734.1,88.814936
21,gdl_1e-9_0,1000,ERaBLE-DISCO,2,8600.16,34.534032
22,gdl_1e-9_0,1000,ERaBLE-DISCO,3,4341.6,17.531404
23,gdl_1e-9_0,1000,ERaBLE-DISCO,4,7409.67,29.092852
24,gdl_1e-9_0,1000,ERaBLE-DISCO,5,16006.82,65.48576
25,gdl_1e-9_0,1000,ERaBLE-DISCO,6,5091.83,19.48772
26,gdl_1e-9_0,1000,ERaBLE-DISCO,7,2357.55,8.78482
27,gdl_1e-9_0,1000,ERaBLE-DISCO,8,5066.9400000000005,20.512236
28,gdl_1e-9_0,1000,ERaBLE-DISCO,9,12233.95,47.3026
29,gdl_1e-9_0,1000,ERaBLE-DISCO,10,6394.28,26.016928
30,gdl_1e-9_0,1000,FastME(AVG)-DISCO,3,1980.75,10.717808
31,gdl_1e-9_0,1000,FastME(AVG)-DISCO,4,3219.38,17.638784
32,gdl_1e-9_0,1000,FastME(AVG)-DISCO,5,7226.49,39.170284
33,gdl_1e-9_0,1000,FastME(AVG)-DISCO,6,2264.54,12.21624
34,gdl_1e-9_0,1000,FastME(AVG)-DISCO,7,1094.17,5.612608
35,gdl_1e-9_0,1000,FastME(AVG)-DISCO,8,2333.5699999999997,12.689324
36,gdl_1e-9_0,1000,FastME(AVG)-DISCO,9,5455.74,28.845684
37,gdl_1e-9_0,1000,FastME(AVG)-DISCO,10,2903.23,15.680136
38,gdl_1e-9_0,1000,CA-DISCO(RAxML),1,471250.0,102.916584
39,gdl_1e-9_0,1000,CA-DISCO(RAxML),2,38205.78,48.07186
40,gdl_1e-9_0,1000,CA-DISCO(RAxML),3,10185.5,26.600196
41,gdl_1e-9_0,1000,CA-DISCO(RAxML),4,29775.54,42.32354
42,gdl_1e-9_0,1000,CA-DISCO(RAxML),5,222592.0,85.518012
43,gdl_1e-9_0,1000,CA-DISCO(RAxML),6,13230.41,25.327684
44,gdl_1e-9_0,1000,CA-DISCO(RAxML),7,3977.3900000000003,15.355188
45,gdl_1e-9_0,1000,CA-DISCO(RAxML),8,16739.0,31.662396
46,gdl_1e-9_0,1000,CA-DISCO(RAxML),9,84349.12,61.227784
47,gdl_1e-9_0,1000,CA-DISCO(RAxML),10,21472.69,35.573668
48,gdl_1e-9_05,1000,CASTLES-DISCO,1,240.43,2.064668
49,gdl_1e-9_05,1000,CASTLES-DISCO,2,82.78,0.65078
50,gdl_1e-9_05,1000,CASTLES-DISCO,3,155.56,1.158868
51,gdl_1e-9_05,1000,CASTLES-DISCO,4,718.12,5.786576
52,gdl_1e-9_05,1000,CASTLES-DISCO,5,165.29000000000002,1.483132
53,gdl_1e-9_05,1000,CASTLES-DISCO,6,91.32,0.844204
54,gdl_1e-9_05,1000,CASTLES-DISCO,7,172.05,1.413804
55,gdl_1e-9_05,1000,CASTLES-DISCO,8,246.04999999999998,2.060936
56,gdl_1e-9_05,1000,CASTLES-DISCO,9,153.39999999999998,1.286712
57,gdl_1e-9_05,1000,CASTLES-DISCO,10,141.4,0.958188
58,gdl_1e-9_05,1000,CASTLES-Pro,1,133.06,2.830624
59,gdl_1e-9_05,1000,CASTLES-Pro,2,74.78999999999999,0.839868
60,gdl_1e-9_05,1000,CASTLES-Pro,3,115.97999999999999,1.515176
61,gdl_1e-9_05,1000,CASTLES-Pro,4,239.48,7.792376
62,gdl_1e-9_05,1000,CASTLES-Pro,5,115.41,2.05202
63,gdl_1e-9_05,1000,CASTLES-Pro,6,61.34,1.119408
64,gdl_1e-9_05,1000,CASTLES-Pro,7,94.15,1.80944
65,gdl_1e-9_05,1000,CASTLES-Pro,8,125.79,2.657816
66,gdl_1e-9_05,1000,CASTLES-Pro,9,105.46000000000001,1.691308
67,gdl_1e-9_05,1000,CASTLES-Pro,10,88.78999999999999,1.61966
68,gdl_1e-9_05,1000,ERaBLE-DISCO,1,2901.24,11.42442
69,gdl_1e-9_05,1000,ERaBLE-DISCO,2,747.46,2.818364
70,gdl_1e-9_05,1000,ERaBLE-DISCO,3,1465.2,5.94896
71,gdl_1e-9_05,1000,ERaBLE-DISCO,4,7607.09,29.679852
72,gdl_1e-9_05,1000,ERaBLE-DISCO,5,2191.17,9.173772
73,gdl_1e-9_05,1000,ERaBLE-DISCO,6,1197.0,4.702228
74,gdl_1e-9_05,1000,ERaBLE-DISCO,7,1699.83,6.51818
75,gdl_1e-9_05,1000,ERaBLE-DISCO,8,2367.65,9.534704
76,gdl_1e-9_05,1000,ERaBLE-DISCO,9,1596.69,6.26806
77,gdl_1e-9_05,1000,ERaBLE-DISCO,10,1193.38,4.756096
78,gdl_1e-9_05,1000,FastME(AVG)-DISCO,3,683.6999999999999,3.69594
79,gdl_1e-9_05,1000,FastME(AVG)-DISCO,4,3308.97,18.162716
80,gdl_1e-9_05,1000,FastME(AVG)-DISCO,5,960.14,5.517
81,gdl_1e-9_05,1000,FastME(AVG)-DISCO,6,502.94,2.837804
82,gdl_1e-9_05,1000,FastME(AVG)-DISCO,7,773.8100000000001,4.127364
83,gdl_1e-9_05,1000,FastME(AVG)-DISCO,8,1091.42,6.013096
84,gdl_1e-9_05,1000,FastME(AVG)-DISCO,9,698.3,3.901604
85,gdl_1e-9_05,1000,FastME(AVG)-DISCO,10,567.52,3.100764
86,gdl_1e-9_05,1000,CA-DISCO(RAxML),1,6153.58,18.080448
87,gdl_1e-9_05,1000,CA-DISCO(RAxML),2,1893.21,6.19438
88,gdl_1e-9_05,1000,CA-DISCO(RAxML),3,2035.81,10.659832
89,gdl_1e-9_05,1000,CA-DISCO(RAxML),4,60660.24,49.6763
90,gdl_1e-9_05,1000,CA-DISCO(RAxML),5,3688.47,14.004496
91,gdl_1e-9_05,1000,CA-DISCO(RAxML),6,1241.91,8.276376
92,gdl_1e-9_05,1000,CA-DISCO(RAxML),7,2738.8199999999997,12.702908
93,gdl_1e-9_05,1000,CA-DISCO(RAxML),8,7002.58,17.308108
94,gdl_1e-9_05,1000,CA-DISCO(RAxML),9,2230.24,13.5034
95,gdl_1e-9_05,1000,CA-DISCO(RAxML),10,2214.99,7.81398
96,gdl_1e-9_1,1000,CASTLES-DISCO,1,53.9,0.49348
97,gdl_1e-9_1,1000,CASTLES-DISCO,2,51.21,0.435544
98,gdl_1e-9_1,1000,CASTLES-DISCO,3,44.870000000000005,0.376024
99,gdl_1e-9_1,1000,CASTLES-DISCO,4,43.6,0.377072
100,gdl_1e-9_1,1000,CASTLES-DISCO,5,64.24000000000001,0.551968
101,gdl_1e-9_1,1000,CASTLES-DISCO,6,49.22,0.410292
102,gdl_1e-9_1,1000,CASTLES-DISCO,7,38.260000000000005,0.332364
103,gdl_1e-9_1,1000,CASTLES-DISCO,8,41.85,0.3663
104,gdl_1e-9_1,1000,CASTLES-DISCO,9,48.99,0.416776
105,gdl_1e-9_1,1000,CASTLES-DISCO,10,50.69,0.454144
106,gdl_1e-9_1,1000,CASTLES-Pro,1,63.37,0.662228
107,gdl_1e-9_1,1000,CASTLES-Pro,2,62.57,0.571208
108,gdl_1e-9_1,1000,CASTLES-Pro,3,68.94,0.5143
109,gdl_1e-9_1,1000,CASTLES-Pro,4,61.22,0.471384
110,gdl_1e-9_1,1000,CASTLES-Pro,5,72.5,0.718428
111,gdl_1e-9_1,1000,CASTLES-Pro,6,61.23,0.53268
112,gdl_1e-9_1,1000,CASTLES-Pro,7,57.6,0.430764
113,gdl_1e-9_1,1000,CASTLES-Pro,8,65.34,0.477056
114,gdl_1e-9_1,1000,CASTLES-Pro,9,65.22,0.541196
115,gdl_1e-9_1,1000,CASTLES-Pro,10,53.7,0.59356
116,gdl_1e-9_1,1000,ERaBLE-DISCO,1,697.76,2.7521
117,gdl_1e-9_1,1000,ERaBLE-DISCO,2,586.28,2.257236
118,gdl_1e-9_1,1000,ERaBLE-DISCO,3,517.8,2.131668
119,gdl_1e-9_1,1000,ERaBLE-DISCO,4,444.81,1.69024
120,gdl_1e-9_1,1000,ERaBLE-DISCO,5,681.45,2.750004
121,gdl_1e-9_1,1000,ERaBLE-DISCO,6,517.58,2.000548
122,gdl_1e-9_1,1000,ERaBLE-DISCO,7,428.03000000000003,1.688604
123,gdl_1e-9_1,1000,ERaBLE-DISCO,8,446.39,1.8315
124,gdl_1e-9_1,1000,ERaBLE-DISCO,9,527.41,2.034416
125,gdl_1e-9_1,1000,ERaBLE-DISCO,10,609.34,2.518536
126,gdl_1e-9_1,1000,FastME(AVG)-DISCO,3,225.22,1.30734
127,gdl_1e-9_1,1000,FastME(AVG)-DISCO,4,194.03,1.100816
128,gdl_1e-9_1,1000,FastME(AVG)-DISCO,5,301.55,1.71938
129,gdl_1e-9_1,1000,FastME(AVG)-DISCO,6,224.61,1.281468
130,gdl_1e-9_1,1000,FastME(AVG)-DISCO,7,184.71,1.073036
131,gdl_1e-9_1,1000,FastME(AVG)-DISCO,8,205.12,1.159264
132,gdl_1e-9_1,1000,FastME(AVG)-DISCO,9,227.23000000000002,1.28252
133,gdl_1e-9_1,1000,FastME(AVG)-DISCO,10,269.29,1.535284
134,gdl_1e-9_1,1000,CA-DISCO(RAxML),1,689.13,5.38124
135,gdl_1e-9_1,1000,CA-DISCO(RAxML),2,702.6800000000001,5.16126
136,gdl_1e-9_1,1000,CA-DISCO(RAxML),3,392.59000000000003,4.397092
137,gdl_1e-9_1,1000,CA-DISCO(RAxML),4,327.65999999999997,3.832912
138,gdl_1e-9_1,1000,CA-DISCO(RAxML),5,708.87,5.814096
139,gdl_1e-9_1,1000,CA-DISCO(RAxML),6,424.93,3.985168
140,gdl_1e-9_1,1000,CA-DISCO(RAxML),7,317.40999999999997,3.127888
141,gdl_1e-9_1,1000,CA-DISCO(RAxML),8,372.81,3.89468
142,gdl_1e-9_1,1000,CA-DISCO(RAxML),9,447.19,4.732332
143,gdl_1e-9_1,1000,CA-DISCO(RAxML),10,798.4399999999999,4.54486
144,gdl_5e-10_0,1000,CASTLES-DISCO,1,277.86,1.95358
145,gdl_5e-10_0,1000,CASTLES-DISCO,2,121.36,0.783848
146,gdl_5e-10_0,1000,CASTLES-DISCO,3,169.48000000000002,1.143824
147,gdl_5e-10_0,1000,CASTLES-DISCO,4,148.78,0.891636
148,gdl_5e-10_0,1000,CASTLES-DISCO,5,151.27,0.98942
149,gdl_5e-10_0,1000,CASTLES-DISCO,6,186.32999999999998,1.246796
150,gdl_5e-10_0,1000,CASTLES-DISCO,7,243.05,1.71962
151,gdl_5e-10_0,1000,CASTLES-DISCO,8,149.49,0.966304
152,gdl_5e-10_0,1000,CASTLES-DISCO,9,144.57,0.98026
153,gdl_5e-10_0,1000,CASTLES-DISCO,10,165.3,1.137516
154,gdl_5e-10_0,1000,CASTLES-Pro,1,112.21000000000001,2.254296
155,gdl_5e-10_0,1000,CASTLES-Pro,2,76.91,0.853812
156,gdl_5e-10_0,1000,CASTLES-Pro,3,90.52,1.255916
157,gdl_5e-10_0,1000,CASTLES-Pro,4,109.95,0.989924
158,gdl_5e-10_0,1000,CASTLES-Pro,5,95.0,1.101208
159,gdl_5e-10_0,1000,CASTLES-Pro,6,80.06,1.387152
160,gdl_5e-10_0,1000,CASTLES-Pro,7,94.37,1.944736
161,gdl_5e-10_0,1000,CASTLES-Pro,8,83.46000000000001,1.076776
162,gdl_5e-10_0,1000,CASTLES-Pro,9,83.86,1.077548
163,gdl_5e-10_0,1000,CASTLES-Pro,10,80.91,1.260112
164,gdl_5e-10_0,1000,ERaBLE-DISCO,1,1696.99,7.177012
165,gdl_5e-10_0,1000,ERaBLE-DISCO,2,661.04,2.420196
166,gdl_5e-10_0,1000,ERaBLE-DISCO,3,920.57,3.668736
167,gdl_5e-10_0,1000,ERaBLE-DISCO,4,704.12,2.649376
168,gdl_5e-10_0,1000,ERaBLE-DISCO,5,787.42,2.97432
169,gdl_5e-10_0,1000,ERaBLE-DISCO,6,857.5,3.811448
170,gdl_5e-10_0,1000,ERaBLE-DISCO,7,1328.21,6.130704
171,gdl_5e-10_0,1000,ERaBLE-DISCO,8,726.9100000000001,3.227864
172,gdl_5e-10_0,1000,ERaBLE-DISCO,9,689.47,3.048068
173,gdl_5e-10_0,1000,ERaBLE-DISCO,10,747.84,3.2313
174,gdl_5e-10_0,1000,FastME(AVG)-DISCO,1,779.62,4.941568
175,gdl_5e-10_0,1000,FastME(AVG)-DISCO,2,322.12,1.777112
176,gdl_5e-10_0,1000,FastME(AVG)-DISCO,3,474.67,2.615608
177,gdl_5e-10_0,1000,FastME(AVG)-DISCO,4,360.63,1.94896
178,gdl_5e-10_0,1000,FastME(AVG)-DISCO,5,380.85,2.175896
179,gdl_5e-10_0,1000,FastME(AVG)-DISCO,6,488.45,2.7685
180,gdl_5e-10_0,1000,FastME(AVG)-DISCO,7,688.4,4.188492
181,gdl_5e-10_0,1000,FastME(AVG)-DISCO,8,403.74,2.273308
182,gdl_5e-10_0,1000,FastME(AVG)-DISCO,9,388.5,2.20296
183,gdl_5e-10_0,1000,FastME(AVG)-DISCO,10,445.21000000000004,2.425164
184,gdl_5e-10_0,1000,CA-DISCO(RAxML),1,2885.41,13.387952
185,gdl_5e-10_0,1000,CA-DISCO(RAxML),2,750.41,4.378976
186,gdl_5e-10_0,1000,CA-DISCO(RAxML),3,1512.8899999999999,7.220448
187,gdl_5e-10_0,1000,CA-DISCO(RAxML),4,682.79,5.779964
188,gdl_5e-10_0,1000,CA-DISCO(RAxML),5,1090.87,7.76516
189,gdl_5e-10_0,1000,CA-DISCO(RAxML),6,1063.45,7.783244
190,gdl_5e-10_0,1000,CA-DISCO(RAxML),7,4301.66,11.810368
191,gdl_5e-10_0,1000,CA-DISCO(RAxML),8,1044.37,6.133904
192,gdl_5e-10_0,1000,CA-DISCO(RAxML),9,1241.27,6.82208
193,gdl_5e-10_0,1000,CA-DISCO(RAxML),10,1091.12,6.991712
194,gdl_5e-10_05,1000,CASTLES-DISCO,1,104.17,0.798784
195,gdl_5e-10_05,1000,CASTLES-DISCO,2,53.95,0.384164
196,gdl_5e-10_05,1000,CASTLES-DISCO,3,156.26999999999998,1.10188
197,gdl_5e-10_05,1000,CASTLES-DISCO,4,63.31,0.486008
198,gdl_5e-10_05,1000,CASTLES-DISCO,5,104.52,0.547444
199,gdl_5e-10_05,1000,CASTLES-DISCO,6,87.43,0.482596
200,gdl_5e-10_05,1000,CASTLES-DISCO,7,86.91,0.451628
201,gdl_5e-10_05,1000,CASTLES-DISCO,8,111.17,0.65114
202,gdl_5e-10_05,1000,CASTLES-DISCO,9,115.75,0.774812
203,gdl_5e-10_05,1000,CASTLES-DISCO,10,82.37,0.528884
204,gdl_5e-10_05,1000,CASTLES-Pro,1,70.28,0.917196
205,gdl_5e-10_05,1000,CASTLES-Pro,2,64.47,0.42132
206,gdl_5e-10_05,1000,CASTLES-Pro,3,90.49,1.223384
207,gdl_5e-10_05,1000,CASTLES-Pro,4,64.36,0.575444
208,gdl_5e-10_05,1000,CASTLES-Pro,5,89.52,0.611624
209,gdl_5e-10_05,1000,CASTLES-Pro,6,62.98,0.543652
210,gdl_5e-10_05,1000,CASTLES-Pro,7,66.94,0.498108
211,gdl_5e-10_05,1000,CASTLES-Pro,8,72.96000000000001,0.7403
212,gdl_5e-10_05,1000,CASTLES-Pro,9,77.48,0.858804
213,gdl_5e-10_05,1000,CASTLES-Pro,10,63.06,0.602836
214,gdl_5e-10_05,1000,ERaBLE-DISCO,1,765.61,2.957816
215,gdl_5e-10_05,1000,ERaBLE-DISCO,2,330.18,1.192008
216,gdl_5e-10_05,1000,ERaBLE-DISCO,3,910.47,3.547964
217,gdl_5e-10_05,1000,ERaBLE-DISCO,4,495.47,1.9392
218,gdl_5e-10_05,1000,ERaBLE-DISCO,5,452.92,1.700536
219,gdl_5e-10_05,1000,ERaBLE-DISCO,6,346.73,1.498216
220,gdl_5e-10_05,1000,ERaBLE-DISCO,7,308.53,1.30498
221,gdl_5e-10_05,1000,ERaBLE-DISCO,8,491.25,2.215204
